,class,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
2999,valid,Id onluy matters when getting on from offcampus,,,
3000,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,,,
3001,valid,"Excellent, I'll see what riley's plans are",,,
3002,valid,I will see in half an hour,,,
3003,spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
3004,valid,Ew are you one of them?,,,
3005,valid,Also hi wesley how've you been,,,
3006,valid,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,,,
3007,spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
3008,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,
3009,valid,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
3010,valid,"Hm good morning, headache anyone? :-)",,,
3011,valid,Yeah no probs - last night is obviously catching up with you... Speak soon ,,,
3012,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
3013,valid,I might go 2 sch. Yar at e salon now v boring.,,,
3014,valid, &lt;#&gt;  mins but i had to stop somewhere first.,,,
3015,valid,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",,,
3016,valid,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,,,
3017,valid,I didn't get the second half of that message,,,
3018,valid,Wat time do u wan 2 meet me later?,,,
3019,valid,I thank you so much for all you do with selflessness. I love you plenty.,,,
3020,valid,Am in film ill call you later.,,,
3021,valid,How dare you change my ring,,,
3022,valid,You are a very very very very bad girl. Or lady.,,,
3023,valid,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
3024,valid,"What part of \don't initiate\"" don't you understand""",,,
3025,valid,I finished my lunch already. U wake up already?,,,
3026,valid,You still at the game?,,,
3027,valid,You have got tallent but you are wasting.,,,
3028,valid,What is your record for one night? :),,,
3029,valid,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",,,
3030,valid, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,,,
3031,valid,Jokin only lar... :-) depends on which phone my father can get lor...,,,
3032,valid,"Aight, lemme know what's up",,,
3033,valid,Get ready for  &lt;#&gt;  inches of pleasure...,,,
3034,valid,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
3035,valid,;-) ok. I feel like john lennon.,,,
3036,valid,Cos darren say Ì_ considering mah so i ask Ì_...,,,
3037,valid,You are not bothering me but you have to trust my answers. Pls.,,,
3038,valid,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
3039,valid,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
3040,valid,Aight what time you want me to come up?,,,
3041,valid,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,,,
3042,valid,Your bill at 3 is å£33.65 so thats not bad!,,,
3043,valid,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,,,
3044,valid,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",,,
3045,valid,So how's the weather over there?,,,
3046,valid,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",,,
3047,valid,Die... Now i have e toot fringe again...,,,
3048,valid,Lol they don't know about my awesome phone. I could click delete right now if I want.,,,
3049,valid,Ok,,,
3050,valid,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",,,
3051,valid,Please leave this topic..sorry for telling that..,,,
3052,valid,Pls send me the correct name da.,,,
3053,valid,What happened to our yo date?,,,
3054,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,
3055,valid,Webpage s not available!,,,
3056,valid,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,
3057,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
3058,valid,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",,,
3059,valid,K..k...from tomorrow onwards started ah?,,,
3060,valid,What u talking bout early morning? It's almost noon where your at!,,,
3061,valid,Fine. Do you remember me.,,,
3062,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
3063,valid,Ok. How many should i buy.,,,
3064,valid,"Sounds good, keep me posted",,,
3065,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,,,
3066,valid,Ok. So april. Cant wait,,,
3067,valid,Boy you best get yo ass out here quick,,,
3068,valid,Ay wana meet on sat?Ì_ wkg on sat?,,,
3069,valid,I'm now but have to wait till 2 for the bus to pick me.,,,
3070,valid,Apart from the one i told you about yesterday?,,,
3071,valid,Ok lor... But buy wat?,,,
3072,valid,Somebody should go to andros and steal ice,,,
3073,valid,Don know. I did't msg him recently.,,,
3074,valid,Take us out shopping and Mark will distract Isaiah.=D,,,
3075,valid,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",,,
3076,valid,There is no sense in my foot and penis.,,,
3077,valid,Okay but i thought you were the expert,,,
3078,valid,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,,,
3079,valid,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
3080,valid,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,,,
3081,valid,"And very importantly, all we discuss is between u and i only.",,,
3082,valid,K..k:)how about your training process?,,,
3083,valid,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
3084,valid,In da car park ,,,
3085,valid,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,,,
3086,valid,So i asked how's anthony. Dad. And your bf,,,
3087,valid,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
3088,valid,What Today-sunday..sunday is holiday..so no work..,,,
3089,valid,Am going to take bath ill place the key in window:-),,,
3090,spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,,,
3091,valid,"Dear, take care. I am just reaching home.love u a lot.",,,
3092,valid,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,
3093,valid,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
3094,valid,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
3095,valid,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,,,
3096,valid,"Yo, you at jp and hungry like a mofo?",,,
3097,valid,This is all just creepy and crazy to me.,,,
3098,valid,Ok... I din get ur msg...,,,
3099,valid,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
3100,valid,Pathaya enketa maraikara pa',,,
3101,valid,Even if he my friend he is a priest call him now,,,
3102,valid,"U so lousy, run already come back then half dead... Hee...",,,
3103,valid,That's y i said it's bad dat all e gals know u... Wat u doing now?,,,
3104,valid,Or remind me in a few hrs.,,,
3105,valid,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",,,
3106,valid,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,,
3107,valid,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,,,
3108,valid,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,,,
3109,spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,,,
3110,valid,Short But Cute : \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,
3111,valid,Just haven't decided where yet eh ?,,,
3112,valid,"Wat time liao, where still got.",,,
3113,valid,Yes watching footie but worried we're going to blow it - Phil Neville?,,,
3114,valid,I wait 4 Ì_ inside da car park...,,,
3115,valid,Uncle Abbey! Happy New Year. Abiola,,,
3116,valid,Now am free call me pa.,,,
3117,valid,R u saying i should re order the slippers cos i had to pay for returning it.,,,
3118,valid,Stop knowing me so well!,,,
3119,valid,Good evening! this is roger. How are you?,,,
3120,valid,Small problem in auction:)punj now asking tiwary,,,
3121,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
3122,valid,He telling not to tell any one. If so treat for me hi hi hi,,,
3123,valid,My uncles in Atlanta. Wish you guys a great semester.,,,
3124,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,
3125,valid,U coming 2 pick me?,,,
3126,valid,Thats cool. i liked your photos. You are very sexy!,,,
3127,valid,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,,,
3128,valid,"Haha better late than ever, any way I could swing by?",,,
3129,valid,Ok. But i finish at 6.,,,
3130,spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",,,
3131,valid,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,,,
3132,valid,So no messages. Had food?,,,
3133,valid,Ok going to sleep. Hope i can meet her.,,,
3134,valid,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
3135,valid,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,,,
3136,valid,You're right I have now that I think about it,,,
3137,valid,Wat r u doing now?,,,
3138,valid,Is ur lecture over?,,,
3139,spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,,,
3140,valid,Customer place i will call you,,,
3141,valid,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,,,
3142,valid,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),,,
3143,valid,"Haha I heard that, text me when you're around",,,
3144,valid,I.ll get there tomorrow and send it to you,,,
3145,valid,\SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
3146,valid,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,
3147,valid,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
3148,valid,"Sorry,  in meeting I'll call you later",,,
3149,valid,Yo! Howz u? girls never rang after india. L,,,
3150,valid,Yeah but which is worse for i,,,
3151,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
3152,valid,I tagged MY friends that you seemed to count as YOUR friends.,,,
3153,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
3154,valid,Ok...,,,
3155,valid,Long time. You remember me today.,,,
3156,valid,Havent shopping now lor i juz arrive only,,,
3157,valid,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
3158,valid,Are you up for the challenge? I know i am :),,,
3159,valid,How much did ur hdd casing cost.,,,
3160,valid,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,,,
3161,valid,I can't describe how lucky you are that I'm actually awake by noon,,,
3162,spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,,,
3163,valid,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
3164,valid,Cheers for the card ... Is it that time of year already?,,,
3165,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
3166,valid,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
3167,valid,Ugh hopefully the asus ppl dont randomly do a reformat.,,,
3168,valid,"Haven't seen my facebook, huh? Lol!",,,
3169,valid,"Mah b, I'll pick it up tomorrow",,,
3170,valid,Still otside le..u come 2morrow maga..,,,
3171,valid,Do u still have plumbers tape and a wrench we could borrow?,,,
3172,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",,,
3173,valid,It vl bcum more difficult..,,,
3174,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,,,
3175,valid,Havent still waitin as usual... ÌÏ come back sch oredi?,,,
3176,valid,In meeting da. I will call you,,,
3177,valid,K k :-):-) then watch some films.,,,
3178,valid,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,
3179,valid,There the size of elephant tablets & u shove um up ur ass!!,,,
3180,valid,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",,,
3181,valid,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
3182,valid,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,,,
3183,valid,Good morning pookie pie! Lol hope I didn't wake u up,,,
3184,valid,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,,,
3185,valid,Happy birthday to you....dear.with lots of love.rakhesh NRI,,,
3186,valid,Howz that persons story,,,
3187,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
3188,valid,X2  &lt;#&gt; . Are you going to get that,,,
3189,valid,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,,,
3190,spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,,,
3191,valid,Is ur paper today in e morn or aft?,,,
3192,valid,I will lick up every drop :) are you ready to use your mouth as well?,,,
3193,valid,And you! Will expect you whenever you text! Hope all goes well tomo ,,,
3194,valid,Great. P diddy is my neighbor and comes for toothpaste every morning,,,
3195,valid,"I av a new number,  . Wil u only use this one,ta.",,,
3196,valid,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,,,
3197,valid,7 lor... Change 2 suntec... Wat time u coming?,,,
3198,valid,No de.am seeing in online shop so that i asked.,,,
3199,valid,Just curious because my cuz asked what I was up to,,,
3200,valid,Nice.nice.how is it working?,,,
3201,valid,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,,,
3202,valid,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,,,
3203,valid,She's good. How are you. Where r u working now,,,
3204,valid,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",,,
3205,valid,At home also.,,,
3206,valid,This phone has the weirdest auto correct.,,,
3207,valid,Oops my phone died and I didn't even know. Yeah I like it better.,,,
3208,valid,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,,,
3209,valid,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
3210,valid,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",,,
3211,valid,We got a divorce. Lol. She.s here,,,
3212,valid,What's ur pin?,,,
3213,valid,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",,,
3214,valid,I want snow. It's just freezing and windy.,,,
3215,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,,,
3216,valid,Come to mahal bus stop.. &lt;DECIMAL&gt;,,,
3217,valid,Don know:)this week i'm going to tirunelvai da.,,,
3218,valid,Me too baby! I promise to treat you well! I bet you will take good care of me...,,,
3219,valid,Its like that hotel dusk game i think. You solve puzzles in a area thing,,,
3220,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",,,
3221,valid,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",,,
3222,valid,Well that must be a pain to catch,,,
3223,valid,Sorry da thangam.it's my mistake.,,,
3224,valid,I need... Coz i never go before ,,,
3225,valid,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
3226,valid,Wife.how she knew the time of murder exactly,,,
3227,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
3228,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
3229,valid,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",,,
3230,valid,No plm i will come da. On the way.,,,
3231,valid,Guess he wants alone time. We could just show up and watch when they do..,,,
3232,valid,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),,,
3233,valid,Yup Ì_ not comin :-(,,,
3234,valid,"Yes, princess. Toledo.",,,
3235,valid,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",,,
3236,valid,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,,,
3237,valid,Good. No swimsuit allowed :),,,
3238,valid,Am okay. Will soon be over. All the best,,,
3239,valid,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd," but watever u shared should be true\""....""",,
3240,valid,Ok i've sent u da latest version of da project.,,,
3241,valid,Good Morning my Dear........... Have a great &amp; successful day.,,,
3242,valid,Pls accept me for one day. Or am begging you change the number.,,,
3243,valid,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,,,
3244,valid,"Its ok, if anybody asks abt me, u tel them..:-P",,,
3245,valid,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",,,
3246,valid,* You gonna ring this weekend or wot?,,,
3247,valid,Also track down any lighters you can find,,,
3248,valid,"Sorry, I can't help you on this.",,,
3249,valid,"Babe, I need your advice",,,
3250,valid,"IÛ÷ll leave around four, ok?",,,
3251,valid,Come to medical college at 7pm ......forward it da,,,
3252,valid,K:)k..its good:)when are you going?,,,
3253,valid,I can make lasagna for you... vodka...,,,
3254,valid,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,,,
3255,valid,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,,,
3256,valid,"No, but you told me you were going, before you got drunk!",,,
3257,valid,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,,,
3258,spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",,,
3259,valid,I'm always looking for an excuse to be in the city.,,,
3260,valid,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,,,
3261,valid,O shore are you takin the bus,,,
3262,valid,So u gonna get deus ex?,,,
3263,valid,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,,,
3264,spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",,,
3265,valid,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,,,
3266,valid,Ok then i come n pick u at engin?,,,
3267,valid,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
3268,valid,Raviyog Peripherals bhayandar east,,,
3269,valid,K actually can you guys meet me at the sunoco on howard? It should be right on the way,,,
3270,spam,You have 1 new voicemail. Please call 08719181513.,,,
3271,valid,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",,,
3272,valid,Just finished eating. Got u a plate. NOT leftovers this time.,,,
3273,valid,Thanx a lot...,,,
3274,valid,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,,,
3275,valid,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,,,
3276,valid,Its a great day. Do have yourself a beautiful one.,,,
3277,valid,What happened in interview?,,,
3278,valid,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
3279,valid,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,,,
3280,valid,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,,,
3281,valid,Hey you around? I've got enough for a half + the ten I owe you,,,
3282,valid,Hey tmr maybe can meet you at yck,,,
3283,valid,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,
3284,valid,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,,,
3285,valid,Not to worry. I'm sure you'll get it.,,,
3286,valid,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",,,
3287,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
3288,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,,,
3289,valid,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,,,
3290,valid,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",,,
3291,valid,Dear good morning how you feeling dear,,,
3292,valid,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,,,
3293,valid,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",,,
3294,valid,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,,,
3295,valid,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,,,
3296,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,,,
3297,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,,,
3298,valid,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
3299,valid,Just do what ever is easier for you,,,
3300,spam,RCT' THNQ Adrian for U text. Rgds Vatian,,,
3301,valid,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,,,
3302,valid,"It'll be tough, but I'll do what I have to",,,
3303,valid,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,,,
3304,valid,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,,,
3305,valid,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,,,
3306,valid,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",,,
3307,valid,But i'm surprised she still can guess right lor...,,,
3308,valid,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,,,
3309,valid,Oh ho. Is this the first time u use these type of words,,,
3310,valid,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,
3311,valid,I know you are serving. I mean what are you doing now.,,,
3312,valid,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",,,
3313,valid,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,,,
3314,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",,,
3315,valid,I know girls always safe and selfish know i got it pa. Thank you. good night.,,,
